Title,Short Name,HSN Code,Barcode,Tax,MRP,Sale Price,Opening Stock,Purchase Price,Weight,Item Category,Company,Sub Category,Item Company Category,Minimum Quantity,Maximum Quantity,Reorder Quantity
LIRIL SOAP LIME RUSH 75GM,LIRIL SOAP LIME RUSH,34011190,8901030596346,GST @18%,30.00,30.00,7.000,22.12,0.000,PERSONAL CARE,LIRIL,SKIN CARE,,,,
LIRIL SOAP LIME RUSH 125GM,LIRIL SOAP LIME RUSH,34011190,8901030596353,GST @18%,51.00,51.00,12.000,37.61,0.000,PERSONAL CARE,LIRIL,SKIN CARE,,,,
DOMEX TOILET EXPERT ORIGINAL ACTIVE GREEN FORMULA 1LTR,DOMEX TOILET EXP.ORI,3808,8901030650888,GST @18%,152.00,152.00,0.000,115.01,0.000,HOUSEHOLD;KITCHEN;BATHROOM,DOMEX,HOUSEHOLD ACCESSORIES,,,,
NAVNEET 6 SUBJECT BOOK JUMBO SIZE 300PAGES,NAVNEET 6 SUBJECT BO,4820,8902442225473,GST @12%,100.00,100.00,5.000,62.50,0.000,STATIONERY,NAVNEET,,,,,
NAVNEET MY PRACTICAL BOOK 84PAGES,NAVNEET MY PRACTICAL,0,8902442219472,Tax 5%,45.00,45.00,0.000,30.15,0.000,STATIONERY,NAVNEET,,,,,
NAVNEET FUN OIL PASTELS 15SHADE,NAV. FUN OIL PAST 15,9609,8902442213388,Tax 5%,40.00,40.00,0.000,28.00,0.000,STATIONERY,NAVNEET,,,,,
KURKURE SHAHI MIX 1KG,KURKURE SHAHI MIX 1K,0,8901491207379,GST @12%,240.00,240.00,0.000,177.78,0.000,SNACKS;CHIPS,KURKURE,SNACKS,,,,
KURKURE ALOO BHUJIA 1KG,KURKURE ALOO BHUJIA,0,8901491207362,GST @12%,223.00,223.00,0.000,165.18,0.000,SNACKS;CHIPS,KURKURE,SNACKS,,,,
KURKURE BIKANERI BHUJIA 1KG,KURKURE BIKANERI BHU,0,8901491207386,GST @12%,213.00,213.00,0.000,157.78,0.000,SNACKS;CHIPS,KURKURE,SNACKS,,,,
DORITOS NACHO NACHO CHEESE FLAVOUR 150GM,DORITOS NACHO XHEESE,21069099,8901491990011,GST @12%,100.00,100.00,0.000,77.11,0.000,SNACKS;CHIPS,,SNACKS,,,,
KURKURE MURMURA MIX LITES 150GM,KURKURE MURMURA MIX,0,8901491207942,GST @12%,30.00,30.00,0.000,22.01,0.000,SNACKS;CHIPS,KURKURE,SNACKS,,,,
HALDIRAMS FRUIT PUNCH 750ML,HALD.FRUIT PUNCH,0,8904063207104,Tax 5%,140.00,140.00,0.000,119.05,0.000,DRINKS AND BEVERAGES,HALDIRAMS,FRUIT DRINKS AND JUICES,,,,
AMUL ICE CREAM FRESH LITCHI TUB 1LTR,AMUL. FRESH LITCHI ,2105000,8901262175036,GST @18%,200.00,200.00,0.000,141.08,0.000,FROZEN FOODS;ICE-CREAM,AMUL,ICE CREAM,,,,
CREMICA ORANGE CRUSH 1LTR,CREMICA ORANGE CRUSH,0,8904234100234,Tax 5%,180.00,180.00,0.000,100.00,0.000,DRINKS AND BEVERAGES,CREMICA,FRUIT DRINKS AND JUICES,,,,
EVA TALC FRESH 100GM,EVA TALC FRESH 100GM,0,8902618000361,GST @18%,55.00,55.00,0.000,41.00,0.000,PERSONAL CARE,EVA,SKIN CARE,,,,
EVA TALC FLORAL FUN 100GM,EVA TALC FLORAL FUN,0,8902618000972,GST @18%,55.00,55.00,0.000,0.00,0.000,PERSONAL CARE,EVA,SKIN CARE,,,,
EVA TALC MYSTIC MUSK 100GM,EVA TALC MYSTIC MUSK,0,8902618001931,GST @18%,52.00,52.00,0.000,39.12,0.000,PERSONAL CARE,EVA,SKIN CARE,,,,
GOWARDHAN CHEESE HERBS & SPICES 140GM,GOW.HERBS&SPICES,0,8906001022299,GST @12%,125.00,125.00,0.000,96.62,0.000,BREAD AND DAIRY,GOWARDHAN,DAIRY PRODUCTS,,,,
GOWARDHAN BUTTERMILK MASALA CHAAS 200ML,GOW.BUTT.MILK.MASALA,0,8906001028413,GST @0%,12.00,12.00,0.000,10.91,0.000,DRINKS AND BEVERAGES,GOWARDHAN,MILK BEVERAGES,,,,
GOWARDHAN LASSI DELICIOUSLY THICK 200ML,GOW.LASSI,0,8906001028451,GST @0%,20.00,20.00,0.000,18.20,0.000,DRINKS AND BEVERAGES,GOWARDHAN,MILK BEVERAGES,,,,
NESTLE GREEK YOGHURT ORANGE 100GM,NESTLE YOGHURT ORANG,0,8901058844214,GST @5%,35.00,35.00,0.000,28.30,0.000,BREAD AND DAIRY,NESTLE,DAIRY PRODUCTS,,,,
NESTLE GREEK YOGHURT PINEAPPLE 100GM,NESTLE YOGH.PINEAPPL,4031000,8901058844238,GST @5%,35.00,35.00,0.000,30.30,0.000,BREAD AND DAIRY,NESTLE,DAIRY PRODUCTS,,,,
VLCC SLIMMERS STEVIA 60N,VLCC SLIMMERS STEVIA,0,8907122000982,GST @12%,150.00,150.00,0.000,150.00,0.000,GROCERY;DALS,VLCC,,,,,
EASY LIFE WATERMELON SEEDS 80GM,EASY.L.WATERMELON,0,8906015413601,Tax 5%,75.00,75.00,0.000,53.57,0.000,HEALTH,EASY LIFE,FRUITS,,,,
EASY LIFE SEEDS OF LIFE 75GM,EASY LIFE SEEDS OF L,0,8906015413625,Tax 5%,55.00,55.00,0.000,39.28,0.000,HEALTH,EASY LIFE,FRUITS,,,,
EASY LIFE MELON SEEDS 75GM,EASY LIFE MELON SEED,0,8906015413564,Tax 5%,85.00,85.00,0.000,60.71,0.000,HEALTH,EASY LIFE,FRUITS,,,,
EASY LIFE SUNFLOWER SEEDS 55GM,EASY LIFE SUNFLOWER,0,8906015413595,Tax 5%,75.00,75.00,0.000,53.57,0.000,HEALTH,EASY LIFE,FRUITS,,,,
EASY LIFE PUMPKIN SEEDS 75GM,EASY LIFE PUMPKIN SE,0,8906015413571,Tax 5%,85.00,85.00,0.000,60.71,0.000,HEALTH,EASY LIFE,FRUITS,,,,
HARPIC DISINFECTANT BATHROOM CLEANER FLORAL 200ML,HAR.BATC.CLEANER FLO,3808,8901396152200,GST @18%,39.00,39.00,0.000,30.05,0.000,HOUSEHOLD;KITCHEN;BATHROOM,HARPIC,HOUSEHOLD ACCESSORIES,,,,
TROPICANA FRUTZ MANGO SWISH 350ML,TRO.FRUTZ MANGO SWIS,0,8902080924172,Tax 5%,20.00,20.00,0.000,16.19,0.000,DRINKS AND BEVERAGES,TROPICANA,FRUIT DRINKS AND JUICES,,,,
TROPICANA FRUTZ LYCHEE BLUSH 350ML,TROP.FRUTZ LYCHEE BL,0,8902080984176,Tax 5%,20.00,20.00,0.000,17.06,0.000,DRINKS AND BEVERAGES,TROPICANA,FRUIT DRINKS AND JUICES,,,,
ARIEL MATIC FRONT AND TOP LOAD 1KG+BOXFREE,ARIEL MATIC FRONT AN,0,4902430674522,GST @12%,235.00,235.00,0.000,193.41,0.000,HOUSEHOLD;KITCHEN;BATHROOM,ARIEL ,WASHING  DETERGENTS,,,,
WEIKFIELD FREEZE ICECREAM MIX POWDER KESAR PISTA 100GM,WEIKFIELD FREEZE ICE,0,8901808000389,GST @12%,45.00,45.00,0.000,34.52,0.000,BAKING AND DESSERT,WEIKFIELD,DESSERT MIX,,,,
WEIKFIELD FREEZE ICECREAM MIX POWDER VANILLA 100GM,WEIKFIELD FREEZE ICE,21069099,8901808000327,GST @18%,50.00,50.00,1.000,32.55,0.000,BAKING AND DESSERT,WEIKFIELD,DESSERT MIX,,,,
WEIKFIELD FREEZE ICECREAM MIX POWDER STRAWBERRY 100GM,WEI.FREEZE STRAWBERR,21069099,8901808000341,GST @18%,50.00,50.00,3.000,32.55,0.000,BAKING AND DESSERT,WEIKFIELD,DESSERT MIX,,,,
WEIKFIELD FREEZE ICECREAM MIX POWDER BUTTERSCOTCH 100GM,WEIKFIELD BUTTER,21069099,8901808000396,GST @18%,50.00,50.00,3.000,32.55,0.000,BAKING AND DESSERT,WEIKFIELD,DESSERT MIX,,,,
CAKE TREE CHICKEN HOT DOG,CAKE TREE CHICKEN HO,19054000,15022,GST @0%,60.00,60.00,0.000,50.00,0.000,BREAD AND DAIRY,CAKE TREE,,,,,
CORNITOS TACO SHELLS 12SHELLS 80GM,CORNITOS TACO SHELLS,21069099,8908001017992,GST @12%,110.00,110.00,4.000,85.40,0.000,READY TO EAT,CORNITOS,,,,,
CORNITOS WHOLE PICKLE GHERKINS 180GM,CORN.WHOLE PICKLE GH,21039090,8908001017442,GST @12%,125.00,125.00,1.000,97.04,0.000,SAUCES;JAMS;PICKLES,CORNITOS,PICKLES,,,,
CORNITOS SLICE JALAPENO PEPPERS 180GM,CORNITOS SLICE JALAP,21039090,8908001017350,GST @12%,125.00,125.00,2.000,97.04,0.000,SAUCES;JAMS;PICKLES,CORNITOS,PICKLES,,,,
FANTA CAN 180ML,FANTA CAN 180ML,0,8901764021183,GST@ 28% with Cess,20.00,20.00,0.000,15.55,0.000,DRINKS AND BEVERAGES,FANTA,SOFT DRINKS,,,,
DUKES WAFFY CHOCOLATE WAFERS 75GM,DUKES WAFFY CHOCOLAT,19053211,8901972058612,GST @18%,45.00,45.00,0.000,31.36,0.000,BISCUITS,DUKES,WAFERS,,,,
CATCH JEERA 250ML,CATCH JEERA 250ML,0,8908004804605,GST @12%,15.00,15.00,0.000,11.85,0.000,DRINKS AND BEVERAGES,CATCH,SOFT DRINKS,,,,
CATCH SPRINT UP 200ML,CATCH SPRINT UP 200M,22029020,8908004804742,GST @12%,10.00,10.00,0.000,7.56,0.000,DRINKS AND BEVERAGES,CATCH,SOFT DRINKS,,,,
NESTLE MUNCH NUTS 32GM,NESTLE MUNCH NUTS,19053211,8901058856927,GST @18%,20.00,20.00,0.000,15.20,0.000,CHOCOLATES;SWEETS AND CANDIES,NESTLE,CHOCOLATES,,,,
NESTLE MILKYBAR ECLAIRS 3.4GM,NESTLE MILKYBAR ECLA,17049020,8901058852769,GST @12%,1.00,1.00,0.000,0.83,0.000,CHOCOLATES;SWEETS AND CANDIES,NESTLE,CHOCOLATES,,,,
NESTLE BAR ONE 44GM,NESTLE BAR ONE 44GM,18069020,8901058852301,GST @18%,20.00,20.00,65.000,15.20,0.000,CHOCOLATES;SWEETS AND CANDIES,NESTLE,CHOCOLATES,,,,
MOTHER DAIRY ICE CREAM COMBO FRUITY BONANZA 2X700ML,MD.FRUITY BANANZA,0,8901648012511,GST @12%,230.00,230.00,0.000,174.00,0.000,FROZEN FOODS;ICE-CREAM,MOTHER DAIRY,ICE CREAM,,,,
SWISS NATUREN CHICKEN SAUSAGE LITTLE CHICKY COCKTAIL 200GM,SWISS NAT.CHIK.SAUSA,0,8906015100891,Tax 5%,140.00,140.00,0.000,106.66,0.000,FROZEN FOODS;ICE-CREAM,SWISS NATURE,FROZEN NON VEG,,,,
SWISS NATUREN CHICKEN HOT DOG SMOKED 200GM,SWISS NAT.CHK.HOT DO,0,8906015100310,Tax 5%,140.00,140.00,0.000,106.66,0.000,FROZEN FOODS;ICE-CREAM,SWISS NATURE,FROZEN NON VEG,,,,
SWISS NATUREN CHICKEN SAUSAGE CHEESE & ONION 200GM,SWISS NAT.CHK.CHEESE,0,8906015103342,Tax 5%,140.00,140.00,0.000,106.66,0.000,FROZEN FOODS;ICE-CREAM,SWISS NATURE,FROZEN NON VEG,,,,
SWISS NATUREN CHICKEN SCHNITZEL 200GM,SWISS NAT.CHK.SCHNIT,0,8906015101638,Tax 5%,115.00,115.00,0.000,87.61,0.000,FROZEN FOODS;ICE-CREAM,SWISS NATURE,FROZEN NON VEG,,,,
SWISS NATUREN PEPPER CHICKEN POPPERS 200GM,SWISS NAT.PEPPER CHK,0,8906015100792,Tax 5%,115.00,115.00,0.000,87.61,0.000,FROZEN FOODS;ICE-CREAM,SWISS NATURE,FROZEN NON VEG,,,,
REAL JUICE CRANBERRY 200ML,REAL JUICE CRANBERRY,0,8901888004529,GST @12%,25.00,25.00,0.000,19.41,0.000,DRINKS AND BEVERAGES,REAL,FRUIT DRINKS AND JUICES,,,,
SOLANO STRAWBERRY CREAM FLAVOURED 3GM,SOLANO STRAWBERRY CR,0,4043041010368,GST @18%,1.00,1.00,0.000,0.44,0.000,CHOCOLATES;SWEETS AND CANDIES,SOLANO,CHOCOLATES,,,,
KEYA MALABAR BLACK PEPPER 80GM,KEYA MALABAR BLACK P,9040000,8906066202414,GST @5%,190.00,190.00,0.000,144.76,0.000,GROCERY;DALS,KEYA,MASALAS;SPICES;SEASONINGS,,,,
KELLOGGS OATS MASST MASALA 39GM,KELLOGGS OATS MASST,19049000,8901499008985,GST @18%,15.00,15.00,0.000,10.11,0.000,BREAKFAST CEREALS,KELLOGGS,OATS,,,,
KELLOGGS OATS HOT CHINESE 39GM,KELLOGGS OATS HOT CH,19049000,8901499008961,IGST @18%,15.00,15.00,0.000,11.56,0.000,BREAKFAST CEREALS,KELLOGGS,OATS,,,,
PREMIUM ROOM FRESHNER SANDAL 125GM,PREM.ROOM.F.SANDAL,0,8901277012487,GST @18%,125.00,125.00,0.000,95.43,0.000,HOUSEHOLD;KITCHEN;BATHROOM,PREMIUM,HOUSEHOLD ACCESSORIES,,,,
NUTRUS TEA MASALA 25BAGS,NUTRUS TEA MASALA,0,8906191823027,Tax 5%,160.00,160.00,0.000,121.90,0.000,DRINKS AND BEVERAGES,NUTRUS,TEA AND COFFEE,,,,
NUTRUS SPROUTED WHEAT PORRIDGE 450GM,NUTRUS SPROUTED WHEA,0,8906075150041,Tax 5%,180.00,180.00,0.000,137.14,0.000,BREAKFAST CEREALS,NUTRUS,,,,,
FAIR & LOVELY FACEWASH FAIRNESS CLEAN-UP 50GM,FAIR.&.LO.F/W FAIRNE,34013090,8901030691416,GST @18%,55.00,55.00,1.000,38.98,0.000,PERSONAL CARE,FAIR & LOVELY ,SKIN CARE,,,,
MENTOS STRAWBERRY FLAVOUR 31GM,MENTOS STRAW. FLAVOU,17049030,8901393015782,GST @18%,10.00,10.00,0.000,7.55,0.000,CHOCOLATES;SWEETS AND CANDIES,MENTOS,CHOCOLATES,,,,
MAAZA MANGO 250ML,MAAZA MANGO 250ML,22029920,8901764092800,GST @12%,20.00,20.00,0.000,15.25,0.000,DRINKS AND BEVERAGES,MAZZA,FRUIT DRINKS AND JUICES,,,,
YUMMIEZ CHEESE CORN NUGGETS 200GM,YUMMIEZ CHEESE CORN ,0,8902756663510,GST @12%,99.00,99.00,0.000,73.33,0.000,FROZEN FOODS;ICE-CREAM,YUMMIEZ,FROZEN VEG ,,,,
LAYS MAGIC MASALA 138GM,LAYS MAGIC MASALA,0,8901491982429,GST @12%,50.00,50.00,0.000,40.40,0.000,SNACKS;CHIPS,LAYS,CHIPS,,,,
LAYS AMERICAN STYLE CREAM & ONION 138GM,LAYS AMERICAN STYLE ,0,8901491982412,GST @12%,50.00,50.00,0.000,40.40,0.000,SNACKS;CHIPS,LAYS,CHIPS,,,,
TROPICANA FRUTZ APPLETINI 350ML,TROPICANA FRUTZ APPL,0,8902080974177,Tax 5%,20.00,20.00,0.000,16.19,0.000,DRINKS AND BEVERAGES,TROPICANA,FRUIT DRINKS AND JUICES,,,,
TROPICANA ALPHONSO SLICE 400ML,TROPICANA ALPHONSO S,0,8902080494583,Tax 5%,40.00,40.00,0.000,26.73,0.000,DRINKS AND BEVERAGES,TROPICANA,FRUIT DRINKS AND JUICES,,,,
PARLE HAPPY HAPPY JAM IN 77GM,PARLE HAPPY HAPPY JA,19059020,8901719104923,GST @18%,10.00,10.00,0.000,7.57,0.000,BISCUITS,PARLE,CREAM BISCUITS,,,,
MANNS FIELD FRESH VEG CHAAP 500GM,MAN.FRESH VEG CHAAP,0,8906020100954,GST @12%,80.00,80.00,0.000,45.00,0.000,FROZEN FOODS;ICE-CREAM,MANNS FEILD ,FROZEN VEG ,,,,
MANNS FIELD FRESH ALOO TIKKI 400GM,MANNS FIELD FRESH AL,0,8906020100930,GST @12%,90.00,90.00,0.000,65.00,0.000,FROZEN FOODS;ICE-CREAM,MANNS FEILD ,FROZEN VEG ,,,,
MANNS FIELD FRESH POTATO BITES 420GM,MANNS FIELD FRESH PO,0,8906020100947,GST @12%,95.00,95.00,0.000,67.00,0.000,FROZEN FOODS;ICE-CREAM,MANNS FEILD ,FROZEN VEG ,,,,
NESTLE MILKYBAR GOODNESS OF MILK 6.5GM,NESTLE MILKYBAR GOOD,17049090,15059,GST @18%,5.00,5.00,0.000,3.80,0.000,CHOCOLATES;SWEETS AND CANDIES,NESTLE,CHOCOLATES,,,,
HALDIRAMS LITCHI CRUSH 1LTR,HALDIRAMS LITCHI CUS,0,8904063259448,Tax 5%,160.00,160.00,0.000,138.53,0.000,DRINKS AND BEVERAGES,HALDIRAMS,FRUIT DRINKS AND JUICES,,,,
MINUTE MAID MIXED FRUIT 1LTR,MINUTE MAID MIXED FR,0,8901764239304,GST @12%,75.00,75.00,0.000,50.07,0.000,DRINKS AND BEVERAGES,MINUTE MAID,FRUIT DRINKS AND JUICES,,,,
MINUTE MAID APPLE 1LTR,MINUTE MAID APPLE 1L,22029920,8901764238307,GST @12%,75.00,75.00,0.000,51.71,0.000,DRINKS AND BEVERAGES,MINUTE MAID,FRUIT DRINKS AND JUICES,,,,
LUBE HERO SUPER PREMIUM 4T PLUS 800ML,LUBE HERO SUPER PREM,2710,15064,GST @18%,230.00,230.00,0.000,164.82,0.000,CAR ACCESSORIES,LUBRICANT,,,,,
RITE BITE MAX PROTEIN CHEESE & JALAPENO 120GM,RITE B.CHEESE&JALAPE,0,8906009532288,GST @12%,120.00,120.00,0.000,85.34,0.000,SNACKS;CHIPS,RITE BITE,SNACKS,,,,
RITE BITE MAX PROTEIN MINTY CHAAT 120GM,RITE B.MINTY CHAAT,0,8906009532295,GST @12%,120.00,120.00,0.000,85.34,0.000,SNACKS;CHIPS,RITE BITE,SNACKS,,,,
RITE BITE MAX PROTEIN SPANISH TOMATO 120GM,RITE B.SPANISH TOMAT,0,8906009532271,GST @12%,120.00,120.00,0.000,85.34,0.000,SNACKS;CHIPS,RITE BITE,SNACKS,,,,
CYCLE HONEY ROSE AGARBATHI 16N,CYCLE HONEY ROSE AGA,33074100,8901751006964,GST @5%,10.00,10.00,0.000,7.93,0.000,POOJA ITEMS,CYCLE,,,,,
MOTHERS RECIPE ONION PICKLE 300GM,MOTHERS RECIPE ONION,20011900,8906001050582,GST @12%,68.00,68.00,0.000,55.20,0.000,SAUCES;JAMS;PICKLES,MOTHERS RECIPE,PICKLES,,,,
MOTHERS RECIPE LIME CHILLI PICKLE 300GM,M.RECIPE LIME CHILLI,21039090,8906001051428,GST @12%,74.00,74.00,0.000,60.06,0.000,SAUCES;JAMS;PICKLES,MOTHERS RECIPE,PICKLES,,,,
BIFA TALENT STRAWBERRY FLAVOUR CHOCOLATE 14GM,BIFA TALENT STRAWBER,0,743062540106,GST @12%,5.00,5.00,0.000,3.65,0.000,CHOCOLATES;SWEETS AND CANDIES,BIFA,CHOCOLATES,,,,
BIFA TALENT COFFEE FLAVOUR CHOCOLATE 14GM,BIFA TALENT COFFEE F,0,743062540120,GST @12%,5.00,5.00,43.000,3.76,0.000,CHOCOLATES;SWEETS AND CANDIES,BIFA,CHOCOLATES,,,,
BIFA TALENT MILKY CHOCO FLAVOUR CHOCOLATE,BIFA TALENT MILKY CH,0,743062540083,GST @12%,5.00,5.00,3.000,3.65,0.000,CHOCOLATES;SWEETS AND CANDIES,BIFA,CHOCOLATES,,,,
BIFA BLUSE STRAWBERRY FLAVOUR CHOCOLATE 14GM,BIFA BLUSE STRAWBERR,0,743062540137,GST @12%,5.00,5.00,0.000,3.65,0.000,CHOCOLATES;SWEETS AND CANDIES,BIFA,CHOCOLATES,,,,
BIFA BLUES DUO CHOCO CREAM FLAVOUR CHOCOLATE 14GM,BIFA BLUES DUO CHOCO,0,743062540151,GST @12%,5.00,5.00,0.000,3.65,0.000,CHOCOLATES;SWEETS AND CANDIES,BIFA,CHOCOLATES,,,,
BIFA BLUES CHOCO WITH HAZELNUTN CREAM FLAVOUR CHOCOLATE 14GM,BIFA BLUES HAZELNUTN,0,743062540144,GST @12%,5.00,5.00,0.000,3.76,0.000,CHOCOLATES;SWEETS AND CANDIES,BIFA,CHOCOLATES,,,,
BIFA TALENT VANILLA FLAVOUR CHOCOLATE 14GM,BIFA TALENT VANILLA,0,743062540090,GST @12%,5.00,5.00,14.000,3.65,0.000,CHOCOLATES;SWEETS AND CANDIES,BIFA,CHOCOLATES,,,,
BIFA TALENT CHOCO WITH HAZELNUT CREAM FLAVOUR CHOCOLATE 14GM,BIFA TALENT CHOCO WI,0,743062540113,GST @12%,5.00,5.00,0.000,3.76,0.000,CHOCOLATES;SWEETS AND CANDIES,BIFA,CHOCOLATES,,,,
MTR BADAM DRINK ROSE 180ML,MTR BADAM DRINK ROSE,0,8901042967868,Tax 5%,45.00,45.00,0.000,38.97,0.000,DRINKS AND BEVERAGES,MTR,MILK BEVERAGES,,,,
MTR BADAM DRINK CARDAMOM 180ML,MTR BADAM DRINK CARD,0,8901042967875,Tax 5%,45.00,45.00,0.000,38.97,0.000,DRINKS AND BEVERAGES,MTR,MILK BEVERAGES,,,,
MTR MANGO KULFI 85GM,MTR MANGO KULFI 85GM,0,8901042968377,GST @12%,70.00,70.00,0.000,55.56,0.000,,MTR,,,,,
RASNA MANGO SUPER SQUASH 750ML,RASNA MANGO SQUASH,20079990,8901848030582,Tax 5%,130.00,130.00,0.000,90.48,0.000,DRINKS AND BEVERAGES,RASNA,FRUIT DRINKS AND JUICES,,,,
RASNA PINEAPPLE SUPER SQUASH 750ML,RASNA PINEAPPLE SQUA,2106,8901848030476,Tax 5%,130.00,130.00,0.000,90.48,0.000,DRINKS AND BEVERAGES,RASNA,FRUIT DRINKS AND JUICES,,,,
RASNA APPLE 500GM,RASNA APPLE 500GM,0,8901848002084,Tax 5%,120.00,120.00,-1.000,103.90,0.000,DRINKS AND BEVERAGES,RASNA,FRUIT DRINKS AND JUICES,,,,
SPARK MATE SCRUB PAD 3PACK 10CM,SPARK MATE SCRUB PAD,0,8901200917049,GST @18%,64.00,64.00,4.000,45.51,0.000,HOUSEHOLD;KITCHEN;BATHROOM,SPARK MATE,HOUSEHOLD ACCESSORIES,,,,
LONDON DAIRY ICE CREAM MINI HAZELNUT 60ML,LON.DAI.I/C.HAZELNUT,0,6291003242731,GST @12%,75.00,75.00,0.000,53.33,0.000,FROZEN FOODS;ICE-CREAM,LONDON DAIRY,ICE CREAM,,,,
NAVRATNA OIL ALMOND COOL 100ML,NAVRATNA OIL ALMOND,30049011,8901248104296,GST @12%,66.00,66.00,1.000,53.57,0.000,PERSONAL CARE,NAVRATNA,HAIR CARE,,,,
NAVRATNA OIL ALMOND COOL 50ML,NAVRATNA OIL ALMOND ,30049011,8901248104289,GST @12%,35.00,35.00,3.000,26.42,0.000,PERSONAL CARE,NAVRATNA,HAIR CARE,,,,
TIC TAC MELON WATERMELON,TIC TAC MELON WATERM,170490,8000500231876,GST @18%,15.00,15.00,0.000,10.38,0.000,CHOCOLATES;SWEETS AND CANDIES,TIC TAC,CHEWING GUM,,,,
GOURMIA CRANBERRY CRYSTALLINE FRUIT 200GM,GOURMIA CRANBERRY CR,0,8906016014814,Tax 5%,170.00,170.00,0.000,129.60,0.000,IMPORTED FOODS,GOURMIA,SNACKS,,,,
GOURMIA PINEAPPLE CRYSTALLINE FRUIT 200GM,GOURMIA PINEAPPLE CR,0,8906016014784,Tax 5%,170.00,170.00,0.000,129.60,0.000,IMPORTED FOODS,GOURMIA,SNACKS,,,,
GOURMIA MANGO CRYSTALLINE FRUIT 200GM,GOURMIA MANGO CRYSTA,0,8906016014760,Tax 5%,170.00,170.00,0.000,129.60,0.000,IMPORTED FOODS,GOURMIA,SNACKS,,,,
GOURMIA KIWI CRYSTALLLINE FRUIT 200GM,GOURMIA KIWI CRYSTAL,0,8906016014777,Tax 5%,170.00,170.00,0.000,129.60,0.000,IMPORTED FOODS,GOURMIA,SNACKS,,,,
MAGIC NUTS ANJEER PREMIUM 300GM,MAGIC NUTS ANJEER PR,0,8906016014470,Tax 5%,260.00,260.00,0.000,198.10,0.000,IMPORTED FOODS,MAGIC NUTS,DRY FRUITS,,,,
MAGIC NUTS WALNUTS 200GM,MAGIC NUTS WALNUTS 2,0,8906016014456,Tax 5%,215.00,215.00,0.000,163.90,0.000,SNACKS;CHIPS,MAGIC NUTS,DRY FRUITS,,,,
AMUL ICE CREAM NEAPOLITAN STRAWBERRY+VANILLA+CHOCOLATE 2LTR,AMUL.STR.VAN.CHO.ICE,2105000,8901262175166,GST @18%,240.00,240.00,0.000,169.30,0.000,FROZEN FOODS;ICE-CREAM,AMUL,ICE CREAM,,,,
MOTHER DAIRY LASSI MANGO 200ML,MOTHER DAIRY LASSI M,0,8901648025740,Tax 5%,20.00,20.00,0.000,16.57,0.000,DRINKS AND BEVERAGES,MOTHER DAIRY,MILK BEVERAGES,,,,
NIROL SOAP RAJ SUPER WHITE 4PEC 1KG,NIROL SOAP RAJ SUPER,3405,8908000229280,GST @5%,85.00,85.00,21.000,70.00,0.000,HOUSEHOLD;KITCHEN;BATHROOM,,WASHING  DETERGENTS,,,,
TROPICANA JUICE MIXED FRUIT 500ML,TROP.JUICE MIXED FRU,0,8902080014231,Tax 5%,49.00,49.00,0.000,37.66,0.000,DRINKS AND BEVERAGES,TROPICANA,FRUIT DRINKS AND JUICES,,,,
TROPICANA JUICE POMEGRANATE 500ML,TROP.JUICE POMEGRANA,0,8902080014224,Tax 5%,49.00,49.00,0.000,37.66,0.000,DRINKS AND BEVERAGES,TROPICANA,FRUIT DRINKS AND JUICES,,,,
TROPICANA JUICE MOSAMBI 500ML,TROP.JUICE MOSAMBI,0,8902080014361,Tax 5%,49.00,49.00,0.000,37.66,0.000,DRINKS AND BEVERAGES,TROPICANA,FRUIT DRINKS AND JUICES,,,,
TROPICANA JUICE 100% APPLE 500ML,TROP.JUICE 100% APPL,0,8902080014033,Tax 5%,60.00,60.00,0.000,46.11,0.000,DRINKS AND BEVERAGES,TROPICANA,FRUIT DRINKS AND JUICES,,,,
LIPTON ICE TEA LEMON 500ML,LIPTON ICE TEA LEMON,0,8902080744046,GST @12%,33.00,33.00,0.000,27.17,0.000,DRINKS AND BEVERAGES,LIPTON,FRUIT DRINKS AND JUICES,,,,
DEL MONTE PRUNES 210GM,DEL MONTE PRUNES 210,8132000,8901246002846,GST @12%,270.00,270.00,2.000,208.93,0.000,FRUITS & VEGETABLES,DEL MONTE,FRUITS,,,,
DEL MONTE FOUR SEASONS MIXED FRUIT DRINKK 240ML,DEL MONTE FOUR SEASO,2202,8901246001696,GST @12%,35.00,35.00,0.000,27.41,0.000,DRINKS AND BEVERAGES,DEL MONTE,FRUIT DRINKS AND JUICES,,,,
DEL MONTE PIZZA & PASTA SAUCE 400GM,DEL MO.PIZZA & PASTA,0,8901246002839,GST @12%,120.00,120.00,0.000,0.00,0.000,SAUCES;JAMS;PICKLES,DEL MONTE,SACUES,,,,
PARLE BAKE SMITH ORIGINAL ENGLISH MARIE 45GM,PARLE BAKESMITH ORIG,0,8901719105456,GST @12%,5.00,5.00,0.000,3.96,0.000,BISCUITS,PARLE,,,,,
GOLDEN NUT CHEEZ TOMATO MAKHANA FOX NUTS 60GM,GOLDEN NUT CHEEZ TOM,0,8906001861072,Tax 5%,100.00,100.00,-1.000,71.45,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
GOLDEN NUT CHOCO CARAMEL MAKHANA FOX NUTS 80GM,GOLDEN NUT CHOCO CAR,0,8906001861096,Tax 5%,125.00,125.00,0.000,89.29,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
